Date,Close
6/29/2017,250
6/30/2017,242.5
7/3/2017,242.5
7/4/2017,242.5
7/5/2017,242.5
7/6/2017,242.5
7/7/2017,242.5
7/10/2017,242.5
7/11/2017,242.5
7/12/2017,242.5
7/13/2017,242.5
7/14/2017,242.5
7/17/2017,242.5
7/18/2017,242.5
7/19/2017,242.5
7/20/2017,242.5
7/21/2017,245
7/24/2017,247.5
7/25/2017,247.5
7/26/2017,247.5
7/27/2017,247.5
7/28/2017,247.5
7/31/2017,247.5
8/1/2017,247.5
8/2/2017,247.5
8/3/2017,255
8/4/2017,255
8/7/2017,255
8/8/2017,255
8/9/2017,255
8/10/2017,255
8/11/2017,255
8/14/2017,255
8/15/2017,255
8/16/2017,255
8/17/2017,255
8/18/2017,260
8/21/2017,260
8/22/2017,265
8/23/2017,265
8/24/2017,270
8/25/2017,270
8/28/2017,270
8/29/2017,275
8/30/2017,277.5
8/31/2017,277.5
9/1/2017,287.5
9/4/2017,295
9/5/2017,295
9/6/2017,302.5
9/7/2017,302.5
9/8/2017,302.5
9/11/2017,302.5
9/12/2017,292.5
9/13/2017,292.5
9/15/2017,305
9/18/2017,305
9/19/2017,305
9/20/2017,305
9/21/2017,305
9/22/2017,305
9/25/2017,305
9/26/2017,305
9/27/2017,305
9/28/2017,305
9/29/2017,305
10/9/2017,305
10/10/2017,305
10/11/2017,305
10/12/2017,300
10/13/2017,300
10/16/2017,300
10/17/2017,300
10/18/2017,300
10/19/2017,300
10/20/2017,300
10/23/2017,300
10/24/2017,300
10/25/2017,300
10/26/2017,300
10/27/2017,300
10/30/2017,300
10/31/2017,300
11/1/2017,300
11/2/2017,295
11/3/2017,295
11/6/2017,295
11/7/2017,295
11/8/2017,295
11/9/2017,295
11/10/2017,295
11/13/2017,295
11/14/2017,295
11/15/2017,300
11/16/2017,300
11/17/2017,300
11/20/2017,300
11/21/2017,305
11/22/2017,305
11/23/2017,305
11/24/2017,305
11/26/2017,305
11/27/2017,305
11/28/2017,305
11/29/2017,305
11/30/2017,305
12/1/2017,305
12/4/2017,305
12/5/2017,307.5
12/6/2017,307.5
12/7/2017,307.5
12/8/2017,307.5
12/11/2017,307.5
12/12/2017,307.5
12/13/2017,307.5
12/14/2017,307.5
12/15/2017,307.5
12/18/2017,307.5
12/19/2017,312.5
12/20/2017,312.5
12/21/2017,312.5
12/22/2017,312.5
12/25/2017,312.5
12/26/2017,312.5
12/27/2017,312.5
12/28/2017,312.5
12/29/2017,312.5
1/2/2018,312.5
1/3/2018,312.5
1/4/2018,312.5
1/5/2018,312.5
1/8/2018,312.5
1/9/2018,312.5
1/10/2018,310
1/11/2018,310
1/12/2018,310
1/15/2018,310
1/16/2018,310
1/17/2018,305
1/18/2018,305
1/19/2018,305
1/22/2018,305
1/23/2018,305
1/24/2018,305
1/25/2018,305
1/26/2018,305
1/29/2018,305
1/30/2018,305
1/31/2018,305
2/1/2018,305
2/2/2018,310
2/5/2018,310
2/6/2018,310
2/7/2018,310
2/8/2018,310
2/9/2018,310
2/12/2018,310
2/13/2018,310
2/14/2018,310
2/22/2018,310
2/23/2018,310
2/26/2018,310
2/27/2018,310
2/28/2018,310
3/1/2018,310
3/2/2018,310
3/5/2018,310
3/6/2018,310
3/7/2018,320
3/8/2018,320
3/9/2018,320
3/12/2018,322.5
3/13/2018,325
3/14/2018,325
3/15/2018,325
3/16/2018,325
3/19/2018,325
3/20/2018,325
3/21/2018,320
3/22/2018,320
3/23/2018,320
3/26/2018,320
3/27/2018,320
3/28/2018,320
3/29/2018,320
3/30/2018,320
4/2/2018,320
4/3/2018,320
4/4/2018,320
4/9/2018,315
4/10/2018,315
4/11/2018,315
4/12/2018,315
4/13/2018,315
4/16/2018,315
4/17/2018,315
4/18/2018,315
4/19/2018,315
4/20/2018,315
4/23/2018,315
4/24/2018,315
4/25/2018,315
4/26/2018,315
4/27/2018,315
5/2/2018,315
5/3/2018,315
5/4/2018,317.5
5/7/2018,317.5
5/8/2018,317.5
5/9/2018,317.5
5/10/2018,317.5
5/11/2018,317.5
5/14/2018,317.5
5/15/2018,317.5
5/16/2018,317.5
5/17/2018,317.5
5/18/2018,317.5
5/21/2018,317.5
5/22/2018,317.5
5/23/2018,317.5
5/24/2018,317.5
5/25/2018,317.5
5/28/2018,317.5
5/29/2018,317.5
5/30/2018,317.5
5/31/2018,317.5
6/1/2018,317.5
6/4/2018,317.5
6/5/2018,317.5
6/6/2018,317.5
6/7/2018,317.5
6/8/2018,317.5
6/11/2018,317.5
6/12/2018,317.5
6/13/2018,317.5
6/14/2018,317.5
6/15/2018,317.5
6/19/2018,317.5
6/20/2018,317.5
6/21/2018,317.5
6/22/2018,317.5
6/25/2018,317.5
6/26/2018,317.5
6/27/2018,317.5
6/28/2018,317.5
6/29/2018,317.5
7/2/2018,317.5
7/3/2018,317.5
7/4/2018,312.5
7/5/2018,312.5
7/6/2018,312.5
7/9/2018,312.5
7/10/2018,312.5
7/11/2018,312.5
7/12/2018,312.5
7/13/2018,312.5
7/16/2018,312.5
7/17/2018,312.5
7/18/2018,312.5
7/19/2018,312.5
7/20/2018,312.5
7/23/2018,312.5
7/24/2018,312.5
7/25/2018,307.5
7/26/2018,307.5
7/27/2018,307.5
7/30/2018,307.5
7/31/2018,307.5
8/1/2018,307.5
8/2/2018,307.5
8/3/2018,307.5
8/6/2018,305
8/7/2018,305
8/8/2018,305
8/9/2018,305
8/10/2018,305
8/13/2018,305
8/14/2018,305
8/15/2018,305
8/16/2018,305
8/17/2018,305
8/20/2018,305
8/21/2018,300
8/22/2018,300
8/23/2018,300
8/24/2018,300
8/27/2018,300
8/28/2018,300
8/29/2018,300
8/30/2018,300
8/31/2018,300
9/3/2018,300
9/4/2018,300
9/5/2018,300
9/6/2018,300
9/7/2018,300
9/10/2018,300
9/11/2018,300
9/12/2018,300
9/13/2018,300
9/14/2018,300
9/17/2018,300
9/18/2018,300
9/19/2018,300
9/20/2018,300
9/21/2018,300
9/25/2018,300
9/26/2018,300
9/27/2018,300
9/28/2018,300
10/8/2018,300
10/9/2018,300
10/10/2018,300
10/11/2018,300
10/12/2018,300
10/15/2018,300
10/16/2018,300
10/17/2018,300
10/18/2018,300
10/19/2018,300
10/22/2018,300
10/23/2018,300
10/24/2018,300
10/25/2018,300
10/26/2018,300
10/29/2018,300
10/30/2018,300
10/31/2018,300
11/1/2018,300
11/2/2018,300
11/5/2018,300
11/6/2018,300
11/7/2018,300
11/8/2018,300
11/9/2018,300
11/12/2018,300
11/13/2018,300
11/14/2018,300
11/15/2018,300
11/16/2018,300
11/19/2018,300
11/20/2018,300
11/21/2018,300
11/22/2018,300
11/23/2018,300
11/26/2018,300
11/27/2018,300
11/28/2018,300
11/29/2018,300
11/30/2018,300
12/3/2018,295
12/4/2018,295
12/5/2018,295
12/6/2018,295
12/7/2018,295
12/10/2018,295
12/11/2018,295
12/12/2018,295
12/13/2018,295
12/14/2018,295
12/17/2018,295
12/18/2018,295
12/19/2018,295
12/20/2018,290
12/21/2018,290
12/24/2018,290
12/25/2018,290
12/26/2018,290
12/27/2018,290
12/28/2018,290
1/2/2019,290
1/3/2019,290
1/4/2019,290
1/7/2019,290
1/8/2019,285
1/9/2019,285
1/10/2019,285
1/11/2019,285
1/14/2019,285
1/15/2019,285
1/16/2019,285
1/17/2019,285
1/18/2019,285
1/21/2019,285
1/22/2019,285
1/23/2019,285
1/24/2019,285
1/25/2019,285
1/28/2019,285
1/29/2019,285
1/30/2019,285
1/31/2019,285
2/1/2019,285
2/11/2019,285
2/12/2019,275
2/13/2019,275
2/14/2019,275
2/15/2019,275
2/18/2019,275
2/19/2019,275
2/20/2019,275
2/21/2019,275
2/22/2019,275
2/25/2019,275
2/26/2019,275
2/27/2019,275
2/28/2019,275
3/1/2019,275
3/4/2019,275
3/5/2019,275
3/6/2019,275
3/7/2019,275
3/8/2019,275
3/11/2019,275
3/12/2019,275
3/13/2019,275
3/14/2019,275
3/15/2019,275
3/18/2019,275
3/19/2019,275
3/20/2019,275
3/21/2019,275
3/22/2019,275
3/25/2019,275
3/26/2019,275
3/27/2019,275
3/28/2019,275
3/29/2019,275
4/1/2019,275
4/2/2019,275
4/3/2019,275
4/4/2019,275
4/8/2019,267.5
4/9/2019,267.5
4/10/2019,267.5
4/11/2019,267.5
4/12/2019,267.5
4/15/2019,267.5
4/16/2019,267.5
4/17/2019,267.5
4/18/2019,267.5
4/19/2019,267.5
4/22/2019,267.5
4/23/2019,267.5
4/24/2019,267.5
4/25/2019,267.5
4/26/2019,267.5
4/29/2019,267.5
4/30/2019,267.5
5/6/2019,267.5
5/7/2019,262.5
5/8/2019,262.5
5/9/2019,262.5
5/10/2019,262.5
5/13/2019,262.5
5/14/2019,262.5
5/15/2019,262.5
5/16/2019,262.5
5/17/2019,262.5
5/20/2019,262.5
5/21/2019,262.5
5/22/2019,262.5
5/23/2019,257.5
5/24/2019,257.5
5/27/2019,257.5
5/28/2019,257.5
5/29/2019,257.5
5/30/2019,257.5
5/31/2019,255
6/3/2019,255
6/4/2019,255
6/5/2019,255
6/6/2019,255
6/10/2019,255
6/11/2019,252.5
6/12/2019,252.5
6/13/2019,247.5
6/14/2019,247.5
6/17/2019,247.5
6/18/2019,247.5
6/19/2019,247.5
6/20/2019,247.5
6/21/2019,247.5
6/24/2019,240
6/25/2019,240
6/26/2019,240
6/27/2019,240
6/28/2019,240
7/1/2019,240
7/2/2019,240
7/3/2019,235
7/4/2019,220
7/5/2019,220
7/8/2019,220
7/9/2019,220
7/10/2019,220
7/11/2019,220
7/12/2019,220
7/15/2019,220
7/16/2019,220
7/17/2019,220
7/18/2019,220
7/19/2019,220
7/22/2019,220
7/23/2019,220
7/24/2019,220
7/25/2019,220
7/26/2019,220
7/29/2019,220
7/30/2019,220
7/31/2019,220
8/1/2019,220
8/2/2019,220
8/5/2019,220
8/6/2019,220
8/7/2019,220
8/8/2019,220
8/9/2019,220
8/12/2019,220
8/13/2019,220
8/14/2019,220
8/15/2019,220
8/16/2019,220
8/19/2019,220
8/20/2019,220
8/21/2019,220
8/22/2019,220
8/23/2019,220
8/26/2019,220
8/27/2019,220
8/28/2019,220
8/29/2019,220
8/30/2019,220
9/2/2019,220
9/3/2019,220
9/4/2019,220
9/5/2019,220
9/6/2019,225
9/9/2019,225
9/10/2019,225
9/11/2019,225
9/12/2019,225
9/16/2019,225
9/17/2019,227.5
9/18/2019,227.5
9/19/2019,227.5
9/20/2019,232.5
9/23/2019,235
9/24/2019,235
9/25/2019,237.5
9/26/2019,240
9/27/2019,240
9/30/2019,245
10/8/2019,245
10/9/2019,255
10/10/2019,255
10/11/2019,260
10/14/2019,260
10/15/2019,260
10/16/2019,260
10/17/2019,260
10/18/2019,260
10/21/2019,260
10/22/2019,255
10/23/2019,255
10/24/2019,255
10/25/2019,255
10/28/2019,255
10/29/2019,255
10/30/2019,255
10/31/2019,255
11/1/2019,255
11/4/2019,255
11/5/2019,250
11/6/2019,250
11/7/2019,245
11/8/2019,245
11/11/2019,240
11/12/2019,240
11/13/2019,240
11/14/2019,240
11/15/2019,240
11/18/2019,240
11/19/2019,240
11/20/2019,240
11/21/2019,240
11/22/2019,240
11/25/2019,240
11/26/2019,240
11/27/2019,240
11/28/2019,240
11/29/2019,240
12/2/2019,245
12/3/2019,245
12/4/2019,245
12/5/2019,245
12/6/2019,245
12/9/2019,245
12/10/2019,245
12/11/2019,245
